1.0,0.0,0.017600768108570176,0.042425906836176724
1.0,-1.0,0.017588216409734996,0.0423145876973565
1.0,-2.0,0.017550616647925434,0.04215690143987718
1.0,-3.0,0.017488133828684433,0.041953260144976655
1.0,-4.0,0.01740103966371497,0.04170409582274282
1.0,-5.0,0.0172897077308987,0.041409857054525975
1.0,-6.0,0.017154606903948884,0.04107100546763813
1.0,-7.0,0.016996293241555244,0.04068801205548504
1.0,-8.0,0.016815400559062797,0.04026135333492965
1.0,-9.0,0.016612629925464504,0.03979150730932017
1.0,-10.0,0.016388738334005833,0.03927894918008433
1.0,-11.0,0.01614452678606965,0.03872414672156632
1.0,-12.0,0.01588082800596236,0.03812755520180623
1.0,-13.0,0.015598493969872786,0.037489611694465644
1.0,-14.0,0.015298383386789263,0.03681072858135651
1.0,-15.0,0.014981349213362236,0.036091285986972886
1.0,-16.0,0.014648226218628034,0.03533162281009095
1.0,-17.0,0.014299818536873258,0.03453202591410314
1.0,-18.0,0.013936887054384063,0.033692716894177084
1.0,-19.0,0.013560136361957643,0.03281383563566911
1.0,-20.0,0.013170200858647313,0.03189541958356893
1.0,-21.0,0.012767629394441793,0.030937377207970324
1.0,-22.0,0.012352867558979462,0.02993945349545899
1.0,-23.0,0.011926236306683411,0.028901184286227097
1.0,-24.0,0.011487904963383625,0.027821834678348097
1.0,-25.0,0.011037855619714496,0.026700314115287564
1.0,-26.0,0.010575834173039405,0.025535056378574207
1.0,-27.0,0.010101280228514113,0.024323844996527857
1.0,-28.0,0.009613222467505454,0.02306355040214053
1.0,-29.0,0.009110115209510437,0.021749717613797754
1.0,-30.0,0.008589569273369176,0.020375885895307397
1.0,-31.0,0.00804787909479157,0.018932392188239
1.0,-32.0,0.007479119207481669,0.017404083333372525
1.0,-33.0,0.0068732079175540615,0.01576540997477328
1.0,-34.0,0.006210988982241217,0.013967956234316958
1.0,-35.0,0.0054475811146434405,0.011898192160719837
1.0,-36.0,0.0043998223855758675,0.0090916819078565
1.0,-37.0,0.0040984201387916685,0.008260293756620102
2.0,0.0,0.017482988353809445,0.04173939354120076
2.0,-1.0,0.017470344001352316,0.04162857673263949
2.0,-2.0,0.01743246674242277,0.04147122123230984
2.0,-3.0,0.017369522951533583,0.041267741010701825
2.0,-4.0,0.01728178654850424,0.04101856931628081
2.0,-5.0,0.017169634050693355,0.04072415525101081
2.0,-6.0,0.01703353785640433,0.04038496016023343
2.0,-7.0,0.016874057953361055,0.040001453848197914
2.0,-8.0,0.016691832279666537,0.03957411060785847
2.0,-9.0,0.01648756598419635,0.039103405028600186
2.0,-10.0,0.016262019838121974,0.03858980751808096
2.0,-11.0,0.01601599803925004,0.038033779443711536
2.0,-12.0,0.015750335626801653,0.0374357677641681
2.0,-13.0,0.015465885687202486,0.0367961989796522
