0.0,0.017600768108570176,0.042425906836176724,0.042425906836176724,0.017600768108570176
-1.0,0.017588216409734996,0.0423145876973565,0.0423145876973565,0.017588216409734996
-2.0,0.017550616647925434,0.04215690143987718,0.04215690143987718,0.017550616647925434
-3.0,0.017488133828684433,0.041953260144976655,0.041953260144976655,0.017488133828684433
-4.0,0.01740103966371497,0.04170409582274282,0.04170409582274282,0.01740103966371497
-5.0,0.0172897077308987,0.041409857054525975,0.041409857054525975,0.0172897077308987
-6.0,0.017154606903948884,0.04107100546763813,1.831748991720453e-5,7.223497328772598e-5
-7.0,0.016996293241555244,0.04068801205548504,1.1214299440714377e-5,7.229115862638025e-5
-8.0,0.016815400559062797,0.04026135333492965,1.534733466750596e-5,8.071042962245e-5
-9.0,0.016612629925464504,0.03979150730932017,2.1759304300567362e-5,9.29698114048356e-5
-10.0,0.016388738334005833,0.03927894918008433,2.88451223200946e-5,0.00010543250506225626
-11.0,0.01614452678606965,0.03872414672156632,3.514956354149299e-5,0.0001158089245921545
-12.0,0.01588082800596236,0.03812755520180623,4.7306756516008574e-5,0.00013445092468964472
-13.0,0.015598493969872786,0.037489611694465644,5.858048745674944e-5,0.00015050512121865113
-14.0,0.015298383386789263,0.03681072858135651,6.748538599220484e-5,0.00016238324227403332
-15.0,0.014981349213362236,0.036091285986972886,8.13360788207372e-5,0.00018004590741249108
-16.0,0.014648226218628034,0.03533162281009095,9.838101829818054e-5,0.0002006665133476986
-17.0,0.014299818536873258,0.03453202591410314,0.00012007480826239132,0.00022556629622625776
-18.0,0.013936887054384063,0.033692716894177084,0.00014562590531079945,0.00025322080821939155
-19.0,0.013560136361957643,0.03281383563566911,0.00017565260579143025,0.0002839319933463892
-20.0,0.013170200858647313,0.03189541958356893,0.00021088320110036,0.0003180494655091083
-21.0,0.012767629394441793,0.030937377207970324,0.0002521816920931324,0.0003559808398828533
-22.0,0.012352867558979462,0.02993945349545899,0.00030058146329640814,0.0003982053060247662
-23.0,0.011926236306683411,0.028901184286227097,0.0003573300899458873,0.00044529168923115403
-24.0,0.011487904963383625,0.027821834678348097,0.0004239500518150088,0.0004979228871033652
-25.0,0.011037855619714496,0.026700314115287564,0.0005023227353928369,0.0005569296046922516
-26.0,0.010575834173039405,0.025535056378574207,0.0005948075020002252,0.0006233380536644148
-27.0,0.010101280228514113,0.024323844996527857,0.000704415311977669,0.0006984393324815756
-28.0,0.009613222467505454,0.02306355040214053,0.0008350705740473681,0.0007838938090242775
-29.0,0.009110115209510437,0.021749717613797754,0.0009920224492073538,0.0008818947125239961
-30.0,0.008589569273369176,0.020375885895307397,0.001182524156295179,0.0009954377663606068
-31.0,0.00804787909479157,0.018932392188239,0.001417028490135424,0.0011287948470586075
-32.0,0.007479119207481669,0.017404083333372525,0.00171147453949488,0.00128841850993702
-33.0,0.0068732079175540615,0.01576540997477328,0.0020921927152892685,0.0014848795049921656
-34.0,0.006210988982241217,0.013967956234316958,0.0026083740049842007,0.001737786430786593
-35.0,0.0054475811146434405,0.011898192160719837,0.0033743164526087986,0.00209243766868674
-36.0,0.0043998223855758675,0.0090916819078565,0.004855215912708502,0.002732378495533634
